dataSet,ladder,smileLaugh,enjoyment,worry,sadness,depression,anger,income,household,television,computer,internetAccess,food,shelter,livingStandard,ticket,lawsuit,respect,learn,opportunity,time,emergency,gender,age,maritalStatus,residentialArea,education
2019replication,5,1,1,2,2,2,2,50000,5,1,1,1,2,2,1,45,20,1,1,1,1,1,2,18,3,4,3
2019replication,7,1,1,2,2,2,2,12000,1,1,1,1,2,2,1,30,0,1,1,2,1,1,2,22,3,3,5
2019replication,5,1,1,1,2,2,2,70000,4,1,1,1,2,2,1,92,70,1,1,1,1,1,2,20,3,4,3
2019replication,7,2,2,1,2,2,2,90000,4,1,1,1,2,2,1,70,75,1,1,1,1,1,2,18,3,3,3
2019replication,4,1,1,2,2,2,2,230000,4,1,1,1,2,2,1,75,60,1,1,1,1,1,2,21,3,4,3
2019replication,6,1,1,2,2,2,2,NA,6,1,1,1,2,2,1,80,70,1,1,1,1,1,2,18,3,3,3
2019replication,9,1,1,2,2,2,2,2.00E+05,4,1,1,1,2,2,1,100,100,1,1,1,1,1,2,20,3,3,3
2019replication,5,1,2,2,2,2,1,1.00E+05,5,1,1,1,2,2,1,50,25,1,1,1,1,1,2,20,3,4,3
2019replication,7,2,1,2,2,2,2,25000,7,2,1,1,2,2,1,49,50,1,2,1,1,1,1,19,3,3,5
2019replication,6,1,1,1,2,2,2,20000,4,1,1,1,2,2,1,2,1,1,2,2,2,1,1,18,3,3,3
2019replication,6,1,2,1,2,2,2,70000,6,1,1,1,2,2,1,90,10,1,1,2,1,1,1,18,3,4,3
2019replication,5,1,1,2,2,2,2,NA,NA,1,1,1,2,2,2,100,60,1,1,1,1,1,1,19,3,3,3
2019replication,7,1,1,1,2,2,2,43000,2,1,1,1,2,2,1,100,67,1,1,1,1,1,2,18,2,3,3
2019replication,7,1,1,2,1,2,2,26000,4,1,1,1,2,2,1,70,30,1,1,1,1,1,2,18,3,3,3
2019replication,4,1,1,2,2,2,2,20000,4,1,1,1,2,2,2,50,10,1,1,1,1,1,2,19,3,3,3
2019replication,7,1,1,2,2,2,2,1.00E+05,3,1,1,1,2,2,1,100,100,1,1,1,1,1,1,20,3,4,3
2019replication,7,1,1,2,2,2,2,54000,5,1,1,1,2,2,1,100,100,1,1,2,1,1,2,19,2,3,2
2019replication,6,1,2,1,1,1,2,85000,3,1,1,1,2,2,1,95,15,1,2,1,1,1,2,20,3,3,3
2019replication,5,2,2,2,2,2,2,1.00E+05,5,1,1,1,2,2,1,50,25,1,1,1,1,1,2,20,3,4,3
2019replication,5,1,1,2,2,2,2,NA,4,1,1,1,2,2,1,82,10,1,1,2,1,1,1,19,3,3,3
2019replication,6,1,1,2,2,2,2,NA,NA,1,1,1,2,2,2,0,0,1,1,1,1,1,2,19,3,3,3
2019replication,4,2,2,1,2,2,2,35000,4,1,1,1,2,2,1,100,90,1,1,1,1,1,2,20,3,3,2
2019replication,6,1,1,2,2,2,2,150000,5,1,1,1,2,2,1,20,6,1,1,1,1,1,2,20,3,4,3
2019replication,6,1,1,2,2,2,2,150000,5,1,1,1,2,2,1,20,6,1,1,1,1,1,2,20,3,4,3
2019replication,7,2,2,2,2,2,1,NA,3,1,1,1,1,1,1,15,4,1,2,1,1,2,1,20,2,3,2
2019replication,9,1,1,1,2,2,2,3.00E+05,4,1,1,1,2,2,1,100,100,1,1,1,1,1,1,21,3,4,3
2019replication,8,2,2,1,1,1,1,170000,4,1,1,1,2,2,1,70,21,2,2,2,2,1,1,20,3,2,3
2019replication,7,1,1,1,2,2,2,150000,4,1,1,1,2,2,1,80,56,1,1,1,1,1,1,20,3,4,3
2019replication,6,2,2,1,1,2,1,130000,4,1,1,1,2,2,1,51,24,1,1,1,2,1,1,20,3,3,3
2019replication,7,1,1,1,2,2,1,40000,5,1,1,1,2,2,1,75,86,1,1,1,1,1,1,19,3,4,3
2019replication,7,1,1,2,2,2,2,NA,7,1,1,1,2,2,1,100,70,1,1,1,1,1,1,21,3,3,3
2019replication,5,1,1,2,2,2,2,30000,4,1,2,2,2,2,1,100,100,1,1,1,1,1,1,32,1,3,3
2019replication,7,1,1,2,2,2,2,170000,5,1,1,1,2,2,1,87,76,1,1,1,1,1,2,20,3,4,3
2019replication,10,2,2,2,1,1,1,5,NA,,,,,,2,NA,NA,,,,,,,NA,,,
2019replication,4,1,1,2,2,2,2,NA,3,1,1,1,2,2,1,75,65,1,1,1,1,1,1,18,3,4,2
2019replication,7,1,1,1,2,2,2,NA,5,1,1,1,2,2,1,52,31,1,1,1,1,1,1,19,3,3,2
2019replication,7,2,1,1,2,2,2,120000,4,1,1,1,2,2,1,100,0,1,1,2,1,1,1,18,3,3,3
2019replication,6,2,2,1,1,1,2,1.00E+05,4,1,1,1,2,2,1,100,85,1,1,2,1,1,1,19,3,4,3
2019replication,7,1,1,1,1,2,2,3.00E+05,5,1,1,1,2,2,2,100,100,1,1,1,1,1,2,20,3,3,3
2019replication,8,1,1,1,2,2,2,NA,5,1,1,1,2,2,1,92,81,1,1,1,1,1,1,21,3,3,3
2019replication,5,1,1,1,2,2,2,70000,5,1,1,1,2,2,1,80,51,1,1,1,1,1,2,21,3,3,3
2019replication,7,1,1,2,1,2,1,50000,4,1,1,1,2,2,1,80,10,1,1,1,1,1,2,20,3,3,3
2019replication,7,1,1,1,2,2,2,7500,3,1,1,1,2,2,2,100,90,1,1,1,1,2,2,22,3,3,3
2019replication,6,2,2,1,2,2,2,6.00E+05,4,1,1,1,2,2,1,80,40,1,1,2,2,1,1,21,3,3,3
2019replication,7,1,1,1,1,2,1,60000,4,1,1,1,2,2,1,95,70,1,1,1,2,1,1,21,2,4,3
2019replication,3,2,1,1,2,2,1,21000,4,1,2,2,1,2,2,40,NA,1,2,2,2,1,1,21,2,3,3
2019replication,6,1,1,2,2,2,2,140000,5,1,1,1,2,2,1,86,6,1,1,2,2,1,1,19,3,3,3
2019replication,5,2,2,1,2,2,1,90000,4,1,1,1,1,2,2,75,NA,1,1,2,2,1,2,21,3,3,3
2019replication,7,1,1,2,2,2,2,45000,1,1,1,1,2,2,1,100,74,1,1,2,2,1,1,22,3,3,5
2019replication,5,2,2,1,2,2,2,25000,1,1,1,1,2,2,2,70,9,1,1,2,1,1,2,32,2,3,5
2019replication,6,2,1,2,2,1,2,NA,4,1,1,1,2,2,1,4,NA,1,2,2,2,1,1,21,3,3,2
2019replication,6,2,2,1,1,2,2,NA,5,1,1,1,2,2,1,100,100,1,1,2,1,1,1,18,3,4,2
2019replication,6,1,1,1,2,2,2,NA,5,1,1,1,1,2,1,100,100,1,1,2,2,1,1,18,3,3,3
2019replication,6,1,1,2,2,2,2,NA,6,1,1,1,2,2,1,30,11,1,2,1,1,1,1,19,3,3,3
2019replication,7,2,2,1,1,1,1,35000,5,1,1,1,2,2,2,18,10,2,2,2,2,1,1,18,3,3,3
2019replication,5,1,1,2,2,2,2,65000,2,1,1,1,2,2,1,100,10,1,1,1,1,1,1,29,1,3,5
2019replication,6,1,1,2,2,2,1,NA,1,2,1,1,2,2,1,74,15,1,1,1,1,1,1,28,3,3,5
2019replication,9,1,1,1,1,2,2,NA,NA,,,,,,,NA,NA,,,,,,,NA,,,
2019replication,4,1,1,1,1,1,1,34000,4,1,1,1,1,1,2,10,0,2,1,2,2,1,2,19,3,3,3
2019replication,6,1,1,2,1,1,1,80000,4,1,1,1,2,2,1,42,NA,1,2,2,2,1,2,19,3,4,5
2019replication,5,1,1,1,2,2,2,120000,2,1,1,1,2,2,1,100,90,1,2,1,2,1,2,23,3,3,5
2019replication,3,2,2,1,1,2,,120000,6,1,1,1,2,2,1,90,20,1,1,2,1,1,2,18,3,3,2
2019replication,6,2,2,1,2,2,2,80000,5,1,1,1,2,2,1,100,100,1,1,2,2,1,1,18,3,4,3
2019replication,3,2,2,1,1,1,2,55000,4,1,1,1,1,1,2,50,25,1,2,1,2,1,1,45,3,3,3
2019replication,4,1,1,1,1,2,2,90000,5,1,1,1,2,2,2,100,29,1,2,1,2,1,2,18,3,3,2
2019replication,7,2,2,1,2,2,2,40000,1,2,1,1,2,2,1,100,17,1,1,1,1,1,1,27,3,3,5
2019replication,3,1,1,1,2,2,2,NA,2,1,1,1,2,2,2,100,10,1,1,1,1,1,2,21,2,3,3
2019replication,8,2,2,2,2,2,1,1.00E+05,4,1,1,1,2,2,1,50,10,1,1,1,2,1,1,20,3,4,3
2019replication,8,2,2,1,2,2,2,NA,NA,,,,,,,NA,NA,,,,,,,NA,,,
2019replication,1,2,1,2,1,2,2,NA,NA,1,1,1,1,2,2,NA,NA,,,,,,,NA,,,
2019replication,5,1,1,1,2,2,2,4300,2,1,1,1,1,2,2,67,10,1,1,2,1,1,2,20,3,3,3
2019replication,7,2,2,1,1,2,1,1.00E+05,7,1,1,1,2,2,1,100,100,1,1,2,1,1,1,19,3,3,2
2019replication,7,1,1,2,2,2,2,NA,NA,1,1,1,2,2,1,100,50,1,1,1,1,1,2,21,3,3,3
2019replication,7,1,1,2,2,2,2,175000,4,1,1,1,2,2,1,100,100,1,2,2,1,1,2,22,3,3,3
2019replication,10,1,1,2,2,2,2,7000,6,1,1,1,2,2,2,36,2,1,1,1,1,1,1,21,2,3,3
2019replication,7,1,2,1,1,2,2,1.00E+05,7,1,1,1,2,2,1,100,100,1,1,2,1,1,1,19,3,3,2
2019replication,2,1,1,1,2,2,2,NA,4,1,1,1,2,2,1,20,NA,1,2,2,1,1,1,18,3,3,2
2019replication,5,1,1,2,1,1,2,NA,NA,,,,,,,NA,NA,,,,,,,NA,,,
2019replication,6,1,1,2,2,2,2,90000,5,1,1,1,2,2,1,55,3,1,1,1,1,1,2,18,3,4,3
2019replication,5,1,1,2,2,2,2,0,3,1,1,1,2,2,1,80,9,1,1,2,1,1,1,23,3,3,3
2019replication,7,1,1,1,2,2,2,NA,4,1,1,1,2,2,1,100,100,1,1,1,1,1,1,54,1,4,2
2019replication,7,1,1,2,2,2,2,45000,2,1,1,1,2,2,1,100,75,1,1,1,1,1,1,26,3,3,5
2019replication,5,2,1,1,2,2,2,2.00E+05,6,1,1,1,2,2,1,95,80,1,1,1,1,1,1,21,3,3,2
2019replication,7,2,2,1,1,1,2,NA,3,1,1,1,2,2,1,90,50,1,1,1,1,1,2,20,3,4,2
2019replication,7,1,2,1,1,1,2,NA,3,1,1,1,2,2,1,90,50,1,1,1,1,1,2,20,3,4,2
2019replication,6,1,1,1,2,2,2,NA,NA,1,1,1,2,2,1,100,84,1,2,1,1,1,1,20,3,3,3
2019replication,6,1,1,2,2,2,2,10000,3,1,1,1,2,2,1,100,60,1,2,2,1,1,1,19,3,3,2
2019replication,7,2,2,1,2,2,2,16000,1,2,1,1,2,2,1,20,0,1,1,2,2,1,2,20,3,3,3
2019replication,5,1,2,1,2,2,2,30000,4,1,1,1,2,2,1,62,20,1,1,2,1,1,2,20,3,3,3
2019replication,8,1,1,2,2,2,2,25000,2,1,1,1,2,2,1,70,40,1,1,1,1,1,2,18,3,3,3
2019replication,8,1,1,1,1,1,1,25000,2,1,1,1,2,2,1,80,40,1,1,1,1,1,2,18,3,3,3
2019replication,5,1,1,1,2,2,2,48000,4,1,1,1,2,2,1,85,20,1,2,2,1,1,1,20,3,3,3
2019replication,4,1,1,1,2,2,2,75000,2,2,1,1,2,2,1,65,30,1,1,1,1,1,4,22,2,3,3
2019replication,8,1,1,1,2,2,2,90000,2,1,1,1,1,1,1,100,100,1,1,1,1,1,1,38,1,3,3
2019replication,8,1,1,1,2,2,2,90000,2,1,1,1,1,1,1,100,90,1,1,1,1,1,1,38,1,3,3
2019replication,4,1,1,2,2,2,2,75000,2,2,1,1,2,2,1,100,92,1,1,1,1,1,2,36,1,3,3
2019replication,10,1,1,1,1,1,1,NA,NA,,,,,,,NA,NA,,,,,,,NA,,,
2019replication,5,2,1,2,2,2,2,NA,NA,,,,,,,NA,NA,,,,,,,NA,,,
2019replication,6,2,2,1,1,2,2,NA,NA,,,,,,,NA,NA,,,,,,,NA,,,
2019replication,7,1,1,2,2,2,2,NA,NA,1,1,1,2,2,1,93,78,1,1,2,1,1,1,18,3,4,3
2019replication,7,1,1,1,1,1,1,70000,2,1,1,1,2,2,1,50,20,1,1,1,1,1,1,23,2,3,3
2019replication,9,1,1,1,1,2,2,50000,2,1,1,1,2,2,2,48,21,1,1,1,1,1,2,33,2,3,3
2019replication,10,1,1,1,1,2,2,50000,2,1,1,1,2,2,1,42,22,1,1,1,1,1,2,33,2,3,3
2019replication,9,1,1,1,1,2,2,50000,2,1,1,1,2,2,1,40,28,1,1,1,1,1,2,33,2,3,3
2019replication,6,1,1,1,2,2,2,NA,5,1,1,1,2,2,1,70,NA,1,1,2,1,1,2,18,3,4,3
2019replication,7,1,1,1,2,2,2,NA,5,1,1,1,2,2,1,37,73,1,1,1,1,1,2,18,3,4,3
2019replication,7,1,1,1,2,2,2,90000,2,1,1,1,1,1,1,92,71,1,1,2,1,1,1,38,1,3,3
2019replication,6,1,1,2,2,2,2,120000,5,1,1,1,2,2,1,100,100,1,1,1,1,1,1,18,3,4,2
2019replication,9,1,1,1,2,2,2,NA,3,1,1,1,2,2,1,100,100,1,1,1,1,1,2,18,3,3,3
2019replication,9,1,1,1,2,2,2,NA,3,1,1,1,2,2,1,100,100,1,1,1,1,1,2,18,3,3,3
2019replication,1,2,2,1,1,1,2,15000,3,1,1,1,2,2,2,76,52,1,1,1,2,1,2,20,3,3,3
2019replication,6,1,1,1,2,2,2,16000,1,2,1,1,2,2,1,70,26,1,1,1,2,1,2,23,3,3,3
2019replication,4,2,1,1,2,2,2,25000,3,1,1,1,2,2,2,36,13,1,1,1,2,2,2,21,3,3,3
2019replication,4,2,1,1,2,2,2,1.00E+05,4,1,1,1,2,2,1,80,11,1,2,2,1,1,1,20,3,4,3
2019replication,10,1,1,1,2,2,2,NA,4,1,1,1,2,2,1,100,NA,1,1,1,2,1,2,18,3,,5
2019replication,6,1,1,1,2,2,2,NA,5,1,1,1,2,2,1,70,5,1,1,1,1,1,1,21,3,3,3
2019replication,5,2,1,1,1,1,2,90000,5,1,1,1,2,2,1,100,30,2,1,2,1,1,2,19,3,4,3
2019replication,6,1,1,1,2,2,2,110000,8,2,1,1,2,2,1,80,23,1,1,1,1,1,1,20,3,4,3
2019replication,2,1,1,1,1,2,2,5000,1,2,1,1,1,2,1,100,15,1,1,1,1,1,2,30,3,3,3
2019replication,2,2,2,2,2,2,1,0,1,2,1,2,1,1,1,30,1,2,2,2,2,1,2,22,3,1,3
2019replication,5,1,1,1,1,1,2,180000,4,1,1,1,2,2,1,100,80,1,1,2,1,1,1,18,3,2,3
2019replication,5,1,1,1,1,1,2,180000,4,1,1,1,2,2,1,99,84,1,1,2,1,1,1,18,3,2,3
2019replication,6,1,1,2,2,2,2,70000,3,1,1,1,2,2,1,61,20,1,1,1,1,1,4,20,3,3,3
2019replication,7,1,1,2,2,2,2,90000,3,1,1,1,2,2,1,100,50,1,1,2,2,1,2,20,3,4,3
2019replication,8,1,1,1,2,2,2,80000,3,1,1,1,2,2,1,82,19,1,1,1,2,1,1,20,3,4,3
2019replication,9,1,2,2,2,2,1,NA,NA,1,1,1,,,,NA,NA,2,2,1,1,,2,NA,6,4,
2019replication,7,2,2,1,2,1,1,85000,4,1,1,1,2,2,1,100,81,1,1,2,2,1,1,20,3,1,3
2019replication,7,1,1,2,2,2,2,NA,3,1,1,1,2,2,1,90,100,1,1,1,1,1,1,27,3,3,5
2019replication,6,1,1,1,2,2,1,80000,3,1,1,1,2,2,1,80,45,1,1,2,1,1,1,20,3,1,3
2019replication,3,1,1,1,2,2,2,90000,5,2,1,1,2,2,1,69,8,1,1,1,1,1,2,18,3,3,2
2019replication,8,1,1,1,1,2,2,NA,5,1,1,1,2,2,1,100,16,1,1,1,2,1,2,20,3,4,3
2019replication,3,2,1,1,1,1,2,NA,6,1,1,1,2,2,1,100,0,1,1,1,2,1,1,19,3,3,3
2019replication,10,1,1,1,2,2,1,120000,5,1,1,1,2,2,1,100,100,1,1,2,1,1,1,20,3,3,3
2019replication,6,2,2,1,1,1,2,70000,2,1,1,1,2,2,1,100,100,1,1,2,1,1,1,20,3,3,3
2019replication,7,1,1,1,2,2,2,70000,2,1,1,1,2,2,1,50,35,1,2,2,1,1,1,21,3,4,3
2019replication,6,2,2,1,1,1,1,70000,4,1,1,1,2,2,1,100,NA,2,2,2,2,1,1,21,3,4,3
2019replication,5,1,1,1,2,2,2,120000,3,1,1,1,2,2,1,100,20,1,1,2,1,1,1,19,3,4,3
2019replication,5,2,2,1,1,1,1,70000,5,1,1,1,1,1,1,63,13,1,1,1,1,1,2,19,3,3,3
2019replication,6,1,1,1,2,2,2,40000,4,1,1,1,2,2,1,70,50,1,1,2,2,1,2,23,3,3,3
2019replication,3,1,2,1,2,2,2,80000,4,1,1,1,2,2,1,79,35,1,1,1,2,1,1,18,3,1,3
2019replication,5,2,2,1,1,1,2,70000,5,1,1,1,2,2,1,52,5,1,1,1,2,2,2,19,3,3,2
2019replication,5,1,1,1,2,2,2,35000,5,1,1,1,1,2,1,95,45,2,1,2,2,1,1,20,6,1,3
2019replication,4,1,1,1,2,2,2,60000,6,1,1,1,1,2,1,97,10,1,1,1,1,1,2,19,3,1,2
2019replication,7,1,1,1,2,2,2,1.00E+05,4,1,1,1,2,2,1,85,65,1,1,2,1,1,1,18,3,3,3
2019replication,7,2,2,1,2,2,1,2.00E+05,3,1,1,1,2,2,1,90,40,1,2,2,2,1,1,19,3,4,3
2019replication,7,1,1,1,1,2,2,50000,5,1,1,1,2,2,1,20,NA,1,1,1,1,1,2,20,3,3,2
2019replication,8,1,1,1,2,2,2,8.00E+05,4,1,1,1,2,2,1,100,49,1,1,1,1,1,1,21,3,4,2
2019replication,8,1,1,1,1,1,2,57000,4,1,1,1,1,2,1,8,3,1,1,1,1,1,1,20,2,3,3
2019replication,5,2,2,1,2,2,2,1.00E+05,4,1,1,1,2,2,1,90,50,1,1,1,1,1,1,20,3,3,3
2019replication,7,1,1,1,1,2,2,70000,5,1,1,1,,2,1,100,41,1,1,1,1,1,1,21,3,3,3
2019replication,7,2,2,2,1,2,2,NA,4,1,1,1,2,2,1,100,20,1,1,2,2,1,2,20,3,3,3
2019replication,6,1,1,1,2,2,2,49000,5,1,1,1,2,2,1,62,36,1,1,1,1,1,1,18,3,3,3
2019replication,6,1,1,2,2,2,2,60000,5,1,1,1,2,2,1,100,50,1,1,2,1,1,2,19,3,3,3
HongKong,7,1,1,1,1,1,1,1.00E+05,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,,,1
HongKong,7,2,2,2,2,1,1,240000,3,1,1,1,1,2,1,,,1,1,1,2,1,1,,,,2
HongKong,8,1,1,2,2,2,2,2.00E+05,3,1,1,1,1,2,1,,,1,1,1,1,1,2,,,,2
HongKong,6,2,2,2,2,2,2,240000,1,1,2,1,1,1,2,,,2,2,2,2,1,2,,,,2
HongKong,8,1,1,2,2,2,2,1.00E+05,3,1,1,1,1,2,2,,,1,1,NA,2,2,1,,,,3
HongKong,5,1,1,1,1,1,1,180000,3,1,1,1,1,1,2,,,1,1,1,1,1,1,,,,3
HongKong,6,1,2,1,1,1,1,NA,3,1,1,1,1,1,1,,,2,1,1,2,1,1,,,,3
HongKong,6,1,2,2,2,2,2,NA,4,1,1,1,1,2,2,,,1,1,1,1,1,1,,,,3
HongKong,5,2,2,2,2,2,2,160000,1,1,1,1,1,2,2,,,2,2,2,2,1,1,,,,3
HongKong,8,1,1,1,2,2,2,0,3,1,1,1,1,2,1,,,1,1,NA,1,2,2,,,,3
HongKong,4,1,1,1,1,1,1,240000,5,1,1,1,1,2,1,,,1,1,1,1,1,2,,,,3
HongKong,6,1,1,2,2,2,2,150000,1,1,1,1,1,2,2,,,1,2,2,2,1,2,,,,3
HongKong,9,1,1,2,2,2,2,433671,4,1,1,1,1,2,2,,,1,1,1,1,1,1,,,,4
HongKong,6,1,1,1,1,1,1,5000,3,1,1,1,1,1,1,,,1,1,1,1,1,1,,,,4
HongKong,5,1,1,1,1,2,2,0,4,1,1,1,1,2,1,,,1,1,1,1,2,1,,,,4
HongKong,6,1,1,1,2,2,1,420000,2,1,1,1,1,1,1,,,1,2,2,1,1,1,,,,4
HongKong,6,1,1,1,1,1,1,5.00E+05,6,1,1,1,1,1,2,,,1,1,1,1,1,1,,,,4
HongKong,5,2,2,1,1,1,2,360000,3,1,1,1,1,2,2,,,2,2,2,1,1,1,,,,4
HongKong,4,2,2,2,2,2,2,250000,5,1,1,1,1,2,2,,,1,2,1,1,1,1,,,,4
HongKong,6,1,1,2,2,2,2,580000,1,1,1,1,1,2,2,,,2,2,2,2,1,1,,,,4
HongKong,6,2,2,2,2,2,2,180000,1,1,1,1,1,2,2,,,2,2,2,2,1,1,,,,4
HongKong,6,2,2,2,2,2,2,120000,1,1,1,1,1,2,2,,,2,2,2,2,2,1,,,,4
HongKong,6,2,2,2,2,2,2,0,4,1,1,1,1,2,2,,,1,2,2,1,2,1,,,,4
HongKong,5,1,1,2,1,1,2,30000,4,1,1,1,1,2,1,,,1,2,2,1,1,2,,,,4
HongKong,6,2,2,2,2,2,2,319200,2,2,1,1,1,1,2,,,1,2,1,1,1,2,,,,4
HongKong,7,1,1,1,2,2,2,3.00E+05,4,1,1,1,1,2,1,,,1,1,1,1,1,2,,,,4
HongKong,6,1,1,1,2,2,2,4.00E+06,3,1,1,1,1,2,1,,,1,1,1,1,1,2,,,,4
HongKong,6,1,1,2,2,2,2,360000,5,1,1,1,1,2,1,,,1,1,1,2,1,2,,,,4
HongKong,6,2,2,2,2,2,2,2.00E+05,3,1,1,1,1,2,2,,,1,2,1,2,1,2,,,,4
HongKong,7,2,2,2,2,2,1,3.00E+05,2,1,1,1,1,2,2,,,2,2,1,2,1,2,,,,4
HongKong,6,2,2,2,2,2,2,150000,3,1,1,1,1,2,2,,,1,2,2,2,1,2,,,,4
HongKong,5,2,2,2,2,2,2,240000,3,1,1,1,1,2,2,,,2,2,2,2,1,2,,,,4
HongKong,6,1,1,2,2,2,2,2.00E+05,4,1,1,1,1,2,2,,,1,1,1,1,1,2,,,,4
HongKong,6,1,1,2,2,2,2,240000,5,1,1,1,1,2,1,,,1,1,1,1,1,2,,,,4
HongKong,6,1,1,1,2,2,2,165000,3,1,1,1,1,2,2,,,1,2,1,1,1,2,,,,4
HongKong,3,2,2,2,2,2,2,250000,2,1,1,1,1,2,2,,,1,2,2,1,1,1,,,,5
HongKong,6,2,2,2,2,2,2,3.00E+05,1,1,1,1,1,1,1,,,2,2,2,2,1,1,,,,5
HongKong,6,1,1,2,2,2,2,162000,3,1,1,1,1,2,1,,,1,1,1,1,1,2,,,,5
HongKong,7,1,1,1,2,2,2,0,4,1,1,1,1,2,1,,,1,1,NA,2,2,2,,,,5
HongKong,6,1,1,1,2,2,2,195000,3,1,1,1,1,2,1,,,1,1,1,2,1,2,,,,5
HongKong,6,1,1,2,2,2,2,165000,3,1,1,1,1,2,1,,,1,1,1,1,1,1,,,,1
HongKong,8,1,1,1,1,1,1,NA,5,1,1,1,1,1,1,,,1,1,1,1,1,1,,,,2
HongKong,6,1,1,2,2,2,1,3.00E+05,2,1,1,1,1,2,1,,,1,2,1,1,1,1,,,,2
HongKong,7,1,1,2,2,2,2,360000,2,1,1,1,1,2,1,,,2,2,2,2,1,1,,,,2
HongKong,6,2,2,1,2,2,2,NA,3,1,1,1,1,2,2,,,2,2,1,1,1,1,,,,2
HongKong,5,2,2,1,2,2,2,0,1,1,1,1,1,1,2,,,2,2,1,1,2,2,,,,2
HongKong,6,2,2,2,2,2,1,1.00E+05,1,1,1,1,1,2,1,,,2,2,2,2,1,2,,,,2
HongKong,9,1,1,2,2,2,2,1.00E+05,3,1,1,1,1,2,1,,,1,1,1,1,1,1,,,,3
HongKong,6,1,1,2,2,2,2,360000,1,1,1,1,1,2,1,,,1,2,1,1,1,1,,,,3
HongKong,8,1,1,2,2,2,2,162000,2,1,1,1,1,1,2,,,1,2,2,1,1,2,,,,3
HongKong,7,1,2,2,2,2,2,360000,1,1,1,1,1,1,2,,,1,2,2,2,1,2,,,,3
HongKong,7,2,2,2,2,2,2,25000,3,1,1,1,1,2,2,,,1,2,2,2,1,2,,,,3
HongKong,6,1,1,2,2,2,1,1200000,2,1,1,1,1,2,1,,,1,1,1,1,1,1,,,,4
HongKong,6,2,2,2,2,2,1,240000,2,1,2,1,1,2,2,,,2,2,2,1,1,1,,,,4
HongKong,5,1,1,2,2,2,2,360000,2,1,1,1,1,2,1,,,1,1,1,2,1,1,,,,4
HongKong,7,1,1,2,2,2,2,360000,2,1,1,1,1,2,1,,,1,1,1,1,1,1,,,,4
HongKong,6,1,1,2,2,2,2,6.00E+05,2,1,1,1,1,2,1,,,1,2,1,1,1,1,,,,4
HongKong,6,2,2,2,2,2,2,0,1,1,1,1,1,1,2,,,2,2,2,2,2,1,,,,4
HongKong,6,2,2,2,2,2,2,4.00E+05,2,1,1,1,1,2,2,,,1,2,2,2,1,1,,,,4
HongKong,7,2,2,2,2,2,2,162000,2,1,1,2,1,2,2,,,2,2,2,2,2,1,,,,4
HongKong,6,1,1,2,2,2,2,250000,3,1,1,1,1,2,2,,,1,2,2,2,1,1,,,,4
HongKong,7,2,2,2,2,2,2,150000,4,1,1,1,1,2,2,,,1,2,1,1,1,1,,,,4
HongKong,7,1,1,2,2,2,2,2.00E+05,3,1,1,1,1,2,2,,,1,2,1,1,1,1,,,,4
HongKong,7,2,2,2,2,2,2,240000,2,1,1,1,1,2,1,,,1,2,1,1,1,2,,,,4
HongKong,7,1,1,2,2,2,2,230500,3,1,1,1,1,1,2,,,1,1,2,1,1,2,,,,4
HongKong,6,1,1,2,2,2,2,60000,2,1,1,1,1,2,1,,,2,1,2,2,1,2,,,,4
HongKong,6,1,1,2,2,2,2,750000,2,1,1,2,1,2,2,,,1,1,1,2,1,2,,,,4
HongKong,3,2,2,2,2,2,1,0,1,1,2,1,1,1,2,,,2,2,2,2,1,2,,,,4
HongKong,6,2,2,2,2,2,2,385000,3,1,1,1,1,2,2,,,2,2,2,2,1,2,,,,4
HongKong,7,2,1,2,2,2,2,250000,2,1,1,1,1,1,2,,,1,2,1,2,1,2,,,,4
HongKong,5,2,2,2,2,1,1,250000,2,1,1,1,1,2,2,,,2,2,2,2,1,2,,,,4
HongKong,6,2,2,1,1,2,2,170000,3,1,1,1,1,2,2,,,1,2,2,2,1,2,,,,4
HongKong,6,2,2,2,2,2,2,0,4,1,1,2,1,2,2,,,2,2,2,2,1,2,,,,4
HongKong,6,2,2,2,2,2,2,180000,3,1,1,1,1,2,2,,,2,2,2,2,1,2,,,,4
HongKong,6,2,2,2,2,2,2,1500000,2,1,1,1,1,2,2,,,1,2,1,1,1,2,,,,4
HongKong,7,2,2,2,2,2,1,3.00E+05,2,1,1,1,1,2,2,,,2,2,1,2,1,2,,,,4
HongKong,6,2,2,2,2,2,2,2800000,2,1,1,1,1,2,1,,,1,2,2,2,1,1,,,,5
HongKong,7,1,1,2,2,2,2,0,2,1,2,1,1,2,1,,,1,1,1,2,1,2,,,,5
HongKong,6,1,2,2,2,2,2,1200000,2,1,1,1,1,2,1,,,1,2,2,2,1,2,,,,5
HongKong,7,2,1,2,2,2,2,480000,2,1,1,1,1,2,1,,,1,2,1,1,1,1,,,,6
HongKong,9,2,2,2,2,2,2,2.00E+05,1,1,2,1,1,2,2,,,2,2,2,2,1,1,,,,1
HongKong,6,2,2,2,2,2,2,3.00E+05,4,1,1,1,1,2,2,,,1,2,1,1,1,1,,,,1
HongKong,8,1,1,2,2,2,2,0,3,1,1,1,1,2,1,,,1,1,1,1,2,2,,,,1
HongKong,9,2,1,1,2,1,1,0,no,1,1,2,1,1,1,,,1,2,2,2,2,2,,,,1
